weekday,UID,Valence,Arousal,Attention,Stress,Disturbance_level,Emotion_change
0,1718.5666666666666,0.46190476190476193,-0.22142857142857142,0.32261904761904764,-0.008333333333333333,-0.02023809523809524,0.02261904761904762
1,1672.1835585585586,0.6148648648648649,-0.1204954954954955,0.40540540540540543,-0.19369369369369369,-0.04054054054054054,-0.0045045045045045045
2,1730.485278080698,0.5136314067611778,-0.08724100327153762,0.42202835332606325,-0.14830970556161396,0.13304252998909488,-0.09596510359869138
3,1739.9779582366589,0.6183294663573086,-0.12412993039443156,0.388631090487239,-0.15777262180974477,-0.10556844547563805,-0.027842227378190254
4,1748.7385542168674,0.6277108433734939,-0.0819277108433735,0.43373493975903615,-0.3228915662650602,-0.10481927710843374,-0.01566265060240964
5,1762.7602996254682,0.8876404494382022,-0.066167290886392,0.418227215980025,-0.5755305867665418,-0.0986267166042447,0.006242197253433208
6,1779.430711610487,0.7790262172284644,-0.05867665418227216,0.3408239700374532,-0.3233458177278402,0.033707865168539325,0.0
